Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage
UP001599542	Kitasatospora phosalacinea	2065	6986	C:98.0%[S:96.8%,D:1.2%],F:0.2%,M:1.8%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Kitasatospora
UP001599756	Streptomyces anandii	285454	7038	C:99.4%[S:99.2%,D:0.2%],F:0.2%,M:0.4%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001600039	Flavobacterium fructosi	3230416	3157	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001600064	Remersonia thermophila	72144	7598	C:97.4%[S:97.3%,D:0.1%],F:0.6%,M:2.0%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariales incertae sedis, Remersonia
UP001600107	Flavobacterium zhoui	3230414	3153	C:99.5%[S:99.0%,D:0.4%],F:0.1%,M:0.4%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001600109	Flavobacterium xylosi	3230415	3150	C:99.7%[S:98.9%,D:0.8%],F:0.0%,M:0.3%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP001600165	Almyronema epifaneia S1	2991925	4069	C:84.5%[S:84.1%,D:0.4%],F:0.8%,M:14.7%,n:773	Unknown	cellular organisms, Bacteria, Bacillati, Cyanobacteriota/Melainabacteria group, Cyanobacteriota, Cyanophyceae, Nodosilineales, Nodosilineaceae, Almyronema, Almyronema epifaneia
UP001600424	Streptomyces wedmorensis	43759	7951	C:99.6%[S:98.6%,D:1.0%],F:0.1%,M:0.3%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001600650	Streptomyces cellulosae	1968	6857	C:99.6%[S:99.4%,D:0.2%],F:0.3%,M:0.1%,n:1579	Close to standard (low value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001600888	Diaporthe vaccinii	105482	19245	C:96.9%[S:71.4%,D:25.5%],F:0.4%,M:2.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Diaporthaceae, Diaporthe, Diaporthe eres species complex
UP001600894	Enterocloster alcoholdehydrogenati	2547410	3695	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:247	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Clostridia, Lachnospirales, Lachnospiraceae, Enterocloster
UP001600941	Blautia parvula	2877527	6229	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:247	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Clostridia, Lachnospirales, Lachnospiraceae, Blautia
UP001600943	Blautia hominis	2025493	6162	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:247	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Clostridia, Lachnospirales, Lachnospiraceae, Blautia
UP001601058	Cytobacillus mangrovibacter	3299024	4260	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Cytobacillus
UP001601059	Cytobacillus spartinae	3299023	5199	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:450	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Bacilli, Bacillales, Bacillaceae, Cytobacillus
UP001601197	Streptomyces kebangsaanensis	864058	6695	C:98.7%[S:98.4%,D:0.3%],F:0.1%,M:1.3%,n:1579	Close to standard (low value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601288	Streptomyces massasporeus	67324	8378	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601303	Streptomyces hokutonensis	1306990	9968	C:99.6%[S:98.9%,D:0.8%],F:0.0%,M:0.4%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601422	Streptomyces tibetensis	2382123	8038	C:99.8%[S:99.5%,D:0.3%],F:0.0%,M:0.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601442	Nocardia aobensis	257277	7215	C:99.9%[S:99.3%,D:0.5%],F:0.1%,M:0.0%,n:743	Standard	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001601444	Nocardia thailandica	257275	6113	C:99.2%[S:98.4%,D:0.8%],F:0.0%,M:0.8%,n:743	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001601521	Nocardia africana	134964	6981	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:743	Standard	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001601627	Streptomyces marokkonensis	324855	7376	C:99.9%[S:99.1%,D:0.8%],F:0.0%,M:0.1%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601948	Nocardia suismassiliense	2077092	7977	C:99.6%[S:98.5%,D:1.1%],F:0.1%,M:0.3%,n:743	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001601976	Streptomyces flavidovirens	67298	6604	C:99.7%[S:99.4%,D:0.3%],F:0.1%,M:0.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001601992	Nocardia jiangxiensis	282685	9155	C:99.6%[S:98.0%,D:1.6%],F:0.1%,M:0.3%,n:743	Outlier (high value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001602013	Microtetraspora malaysiensis	161358	8399	C:98.7%[S:98.0%,D:0.7%],F:0.1%,M:1.2%,n:1162	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Streptosporangiales, Streptosporangiaceae, Microtetraspora
UP001602058	Streptomyces bluensis	33897	7774	C:99.4%[S:99.2%,D:0.1%],F:0.0%,M:0.6%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001602089	Nocardia elegans	300029	6950	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:743	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Nocardia
UP001602119	Microtetraspora fusca	1997	8464	C:98.8%[S:97.6%,D:1.2%],F:0.1%,M:1.1%,n:1162	Close to standard (high value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Streptosporangiales, Streptosporangiaceae, Microtetraspora
UP001602123	Streptomyces nondiastaticus	3154512	6575	C:99.6%[S:99.1%,D:0.5%],F:0.1%,M:0.4%,n:1579	Close to standard (low value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001602245	Paractinoplanes globisporus	113565	9935	C:99.0%[S:96.9%,D:2.1%],F:0.0%,M:1.0%,n:292	Outlier (high value)	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micromonosporales, Micromonosporaceae, Paractinoplanes
UP001602287	Micromonospora parva	1464048	6394	C:98.3%[S:96.9%,D:1.4%],F:0.3%,M:1.4%,n:292	Standard	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Micromonosporales, Micromonosporaceae, Micromonospora
UP001602322	Streptomyces argenteolus	67274	6699	C:99.9%[S:99.7%,D:0.2%],F:0.0%,M:0.1%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces, Streptomyces griseus group
UP001602370	Streptomyces flavochromogenes	68199	7732	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:1579	Standard	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001603013	Streptomyces lateritius	67313	6591	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001603418	Streptomyces eurythermus	42237	7937	C:99.5%[S:98.8%,D:0.7%],F:0.1%,M:0.4%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001603857	Flemingia macrophylla	520843	33069	C:95.4%[S:92.0%,D:3.4%],F:0.9%,M:3.8%,n:5366	Unknown	cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliopsida, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Fabales, Fabaceae, Papilionoideae, 50 kb inversion clade, NPAAA clade, indigoferoid/millettioid clade, Phaseoleae, Flemingia
UP001603978	Nonomuraea marmarensis	3351344	9824	C:99.1%[S:97.9%,D:1.1%],F:0.1%,M:0.9%,n:1162	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Streptosporangiales, Streptosporangiaceae, Nonomuraea
UP001604002	Xanthobacter oligotrophicus	2607286	4708	C:99.4%[S:98.1%,D:1.3%],F:0.0%,M:0.6%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Xanthobacteraceae, Xanthobacter
UP001604043	Xanthobacter aminoxidans	186280	5112	C:99.5%[S:98.0%,D:1.6%],F:0.2%,M:0.3%,n:639	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Hyphomicrobiales, Xanthobacteraceae, Xanthobacter
UP001604267	Streptomyces cinerochromogenes	66422	8094	C:99.7%[S:99.1%,D:0.6%],F:0.1%,M:0.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001604277	Forsythia ovata	205694	53950	C:92.0%[S:32.7%,D:59.3%],F:2.6%,M:5.3%,n:2326	Unknown	cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliopsida, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Lamiales, Oleaceae, Forsythieae, Forsythia
UP001604282	Streptomyces omiyaensis	68247	7182	C:99.5%[S:98.9%,D:0.6%],F:0.2%,M:0.3%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001604335	Limnothrix redekei LRLZ20PSL1	3112953	3653	C:98.3%[S:98.3%,D:0.0%],F:0.3%,M:1.4%,n:773	Unknown	cellular organisms, Bacteria, Bacillati, Cyanobacteriota/Melainabacteria group, Cyanobacteriota, Cyanophyceae, Pseudanabaenales, Pseudanabaenaceae, Limnothrix, Limnothrix redekei
UP001604336	Abeliophyllum distichum	126358	47632	C:88.9%[S:67.2%,D:21.7%],F:3.3%,M:7.8%,n:2326	Unknown	cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliopsida, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Lamiales, Oleaceae, Forsythieae, Abeliophyllum
UP001605036	Riccia fluitans	41844	29203	C:83.5%[S:80.3%,D:3.2%],F:2.9%,M:13.6%,n:1614	Unknown	cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Marchantiophyta, Marchantiopsida, Marchantiidae, Marchantiales, Ricciaceae, Riccia
UP001605250	Erwinia plantamica	3237104	4282	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:440	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Erwinia
UP001605261	Stenotrophomonas nematodicola	2656746	4062	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:1152	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Lysobacterales, Lysobacteraceae, Stenotrophomonas
UP001605918	Pseudomonas retamae	702110	5408	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:782	Close to standard (low value)	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas
UP001605989	Megasphaera hexanoica	1675036	2695	C:97.2%[S:96.8%,D:0.5%],F:0.5%,M:2.3%,n:218	Unknown	cellular organisms, Bacteria, Bacillati, Bacillota, Negativicutes, Veillonellales, Veillonellaceae, Megasphaera
UP001605990	Streptomyces rochei (Streptomyces parvullus)	1928	7812	C:99.2%[S:97.5%,D:1.6%],F:0.1%,M:0.7%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces, Streptomyces rochei group
UP001606099	Roseateles rivi	3299028	3233	C:98.4%[S:98.3%,D:0.1%],F:0.1%,M:1.5%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606134	Pelomonas candidula	3299025	5626	C:98.8%[S:98.4%,D:0.4%],F:0.3%,M:0.9%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606210	Pelomonas parva	3299032	5667	C:99.0%[S:98.4%,D:0.6%],F:0.4%,M:0.6%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606300	Pelomonas dachongensis	3299029	5146	C:98.0%[S:97.4%,D:0.6%],F:0.6%,M:1.5%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606301	Pelomonas margarita	3299031	4574	C:98.4%[S:98.0%,D:0.4%],F:0.4%,M:1.2%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606302	Pelomonas lactea	3299030	5047	C:98.7%[S:98.3%,D:0.4%],F:0.4%,M:0.9%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606303	Pelomonas baiyunensis	3299026	4382	C:98.3%[S:98.0%,D:0.3%],F:0.4%,M:1.3%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001606305	Pelomonas nitida	3299027	4709	C:98.5%[S:97.8%,D:0.7%],F:0.3%,M:1.2%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Sphaerotilaceae, Roseateles
UP001607069	Streptomyces chitinivorans	1257027	5648	C:94.6%[S:94.3%,D:0.3%],F:1.3%,M:4.2%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
UP001607125	Vibrio barjaei	1676683	5072	C:99.5%[S:98.8%,D:0.7%],F:0.0%,M:0.5%,n:1445	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio
UP001607151	Vibrio rumoiensis	76258	3430	C:93.1%[S:93.0%,D:0.1%],F:0.1%,M:6.9%,n:1445	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio
UP001607157	Roseovarius aquimarinus	1229156	3222	C:98.6%[S:98.6%,D:0.0%],F:0.1%,M:1.3%,n:833	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Rhodobacterales, Roseobacteraceae, Roseovarius
UP001607221	Vibrio jasicida	766224	5216	C:99.4%[S:99.4%,D:0.0%],F:0.0%,M:0.6%,n:1445	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio harveyi group
UP001607302	Vespula squamosa (Southern yellow jacket) (Wasp)	30214	18658	C:92.5%[S:92.2%,D:0.3%],F:2.6%,M:4.8%,n:5991	Unknown	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Vespoidea, Vespidae, Vespinae, Vespula
UP001607303	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	21080	C:92.9%[S:92.6%,D:0.3%],F:2.6%,M:4.5%,n:5991	Unknown	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota, Neoptera, Endopterygota, Hymenoptera, Apocrita, Aculeata, Vespoidea, Vespidae, Vespinae, Vespula
UP001608902	Gnathostoma spinigerum	75299	11854	C:62.7%[S:61.7%,D:1.0%],F:4.4%,M:32.9%,n:3131	Unknown	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Spirurina, Gnathostomatomorpha, Gnathostomatoidea, Gnathostomatidae, Gnathostoma
UP001609186	Burkholderia semiarida	2843303	6680	C:99.4%[S:99.0%,D:0.4%],F:0.3%,M:0.3%,n:688	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex
UP001609219	Antrihabitans spumae	3373370	6024	C:99.7%[S:98.4%,D:1.3%],F:0.0%,M:0.3%,n:743	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Mycobacteriales, Nocardiaceae, Antrihabitans
UP001609376	Paracoccus broussonetiae subsp. drimophilus	3373869	4380	C:98.3%[S:98.0%,D:0.4%],F:0.1%,M:1.6%,n:833	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Alphaproteobacteria, Rhodobacterales, Paracoccaceae, Paracoccus, Paracoccus broussonetiae
UP001609821	Pseudomonas kulmbachensis	3043408	5024	C:99.7%[S:99.5%,D:0.3%],F:0.0%,M:0.3%,n:782	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas
UP001609932	Ectopseudomonas khazarica	2502979	4714	C:99.5%[S:99.1%,D:0.4%],F:0.0%,M:0.5%,n:782	Unknown	cellular organisms, Bacteria, Pseudomonadati, Pseudomonadota, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Ectopseudomonas
UP001610063	Marinoscillum luteum	861051	4302	C:98.0%[S:97.5%,D:0.5%],F:0.0%,M:2.0%,n:768	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Cytophagia, Cytophagales, Reichenbachiellaceae, Marinoscillum
UP001610100	Gaetbulibacter aestuarii	1502358	2872	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.3%,n:733	Standard	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gaetbulibacter
UP001610104	Gaetbulibacter aquiaggeris	1735373	3197	C:99.9%[S:99.7%,D:0.1%],F:0.0%,M:0.1%,n:733	Unknown	cellular organisms, Bacteria, Pseudomonadati, FCB group, Bacteroidota/Chlorobiota group, Bacteroidota, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Gaetbulibacter
UP001610334	Aspergillus granulosus	176169	12856	C:96.5%[S:96.3%,D:0.2%],F:0.8%,M:2.6%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610335	Aspergillus cavernicola	176166	12854	C:97.2%[S:96.9%,D:0.3%],F:0.5%,M:2.3%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610411	Daubentonia madagascariensis (Aye-aye) (Sciurus madagascariensis)	31869	22162	C:56.1%[S:30.8%,D:25.3%],F:1.6%,M:42.3%,n:13780	Unknown	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Strepsirrhini, Chiromyiformes, Daubentoniidae, Daubentonia
UP001610432	Aspergillus lucknowensis	176173	11538	C:97.0%[S:96.9%,D:0.1%],F:0.6%,M:2.4%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610444	Aspergillus pseudodeflectus	176178	14445	C:97.4%[S:97.1%,D:0.3%],F:0.5%,M:2.1%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610446	Aspergillus pseudoustus	1810923	15533	C:97.4%[S:96.9%,D:0.5%],F:0.6%,M:2.0%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610563	Aspergillus keveii	714993	15687	C:97.4%[S:96.9%,D:0.4%],F:0.5%,M:2.1%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes
UP001610631	Streptomyces racemochromogenes	67353	7223	C:98.9%[S:98.4%,D:0.4%],F:0.6%,M:0.5%,n:1579	Unknown	cellular organisms, Bacteria, Bacillati, Actinomycetota, Actinomycetes, Kitasatosporales, Streptomycetaceae, Streptomyces
