order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Selaginellales	Eukaryota	UP000001514	88036	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	77.6	Unknown	33150	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001514/UP000001514_88036.gene2acc.gz
Semionotiformes	Eukaryota	UP000018468	7918	Lepisosteus oculatus (Spotted gar)	92.8	Unknown	22463	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000018468/UP000018468_7918.gene2acc.gz
Sepiida	Eukaryota	UP000597762	158019	Acanthosepion pharaonis (Pharaoh cuttlefish) (Sepia pharaonis)	58.0	Unknown	53515	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000597762/UP000597762_158019.gene2acc.gz
Serinales	Eukaryota	UP000000599	284592	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	98.7	Unknown	6284	46	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000599/UP000000599_284592.gene2acc.gz
Siluriformes	Eukaryota	UP000221080	7998	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	99.2	Unknown	42996	12	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000221080/UP000221080_7998.gene2acc.gz
Siphonostomatoida	Eukaryota	UP000675881	72036	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	71.0	Unknown	17041	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000675881/UP000675881_72036.gene2acc.gz
Sirenia	Eukaryota	UP000248480	127582	Trichechus manatus latirostris (Florida manatee)	96.8	Unknown	31514	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000248480/UP000248480_127582.gene2acc.gz
Sistotremastrales	Eukaryota	UP000076798	1314776	Sistotremastrum suecicum HHB10207 ss-3	96.6	Unknown	13633	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000076798/UP000076798_1314776.gene2acc.gz
Solanales	Eukaryota	UP000790787	4097	Nicotiana tabacum (Common tobacco)	99.1	Unknown	75394	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000790787/UP000790787_4097.gene2acc.gz
Solemyida	Eukaryota	UP001724931	13268	Solemya velum (Atlantic awningclam)	82.5	Unknown	18903	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001724931/UP001724931_13268.gene2acc.gz
Sordariales	Eukaryota	UP001628179	1157608	Madurella fahalii	99.6	Unknown	11349	59	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001628179/UP001628179_1157608.gene2acc.gz
Spariformes	Eukaryota	UP000472265	8175	Sparus aurata (Gilthead sea bream)	97.1	Unknown	69199	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472265/UP000472265_8175.gene2acc.gz
Sphaeropleales	Eukaryota	UP000247498	307507	Raphidocelis subcapitata	96.1	Unknown	13347	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000247498/UP000247498_307507.gene2acc.gz
Sphagnales	Eukaryota	UP001497512	128251	Sphagnum troendelagicum	88.6	Unknown	23964	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001497512/UP001497512_128251.gene2acc.gz
Sphenisciformes	Eukaryota	UP000053286	9233	Aptenodytes forsteri (Emperor penguin)	83.5	Unknown	13704	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053286/UP000053286_9233.gene2acc.gz
Sphenodontia	Eukaryota	UP000694392	8508	Sphenodon punctatus (Tuatara) (Hatteria punctata)	83.4	Unknown	24853	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694392/UP000694392_8508.gene2acc.gz
Spizellomycetales	Eukaryota	UP000053201	645134	Spizellomyces punctatus (strain DAOM BR117)	95.6	Unknown	9267	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053201/UP000053201_645134.gene2acc.gz
Sporadotrichida	Eukaryota	UP000039865	5949	Stylonychia lemnae (Ciliate)	97.1	Unknown	20720	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039865/UP000039865_5949.gene2acc.gz
Sporidiobolales	Eukaryota	UP000016926	1130832	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	99.4	Unknown	8160	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016926/UP000016926_1130832.gene2acc.gz
Squamata	Eukaryota	UP001190640	481883	Eublepharis macularius (Leopard gecko) (Cyrtodactylus macularius)	98.4	Unknown	29440	21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001190640/UP001190640_481883.gene2acc.gz
Stephanodiscales	Eukaryota	UP001516023	29204	Cyclotella cryptica	96.0	Unknown	14013	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001516023/UP001516023_29204.gene2acc.gz
Strigeidida	Eukaryota	UP000471633	6185	Schistosoma haematobium (Blood fluke)	77.1	Unknown	14543	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000471633/UP000471633_6185.gene2acc.gz
Strigiformes	Eukaryota	UP000694552	257818	Otus sunia (Oriental scops-owl)	94.4	Unknown	24027	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694552/UP000694552_257818.gene2acc.gz
Struthioniformes	Eukaryota	UP000053584	441894	Struthio camelus australis	78.5	Unknown	13815	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053584/UP000053584_441894.gene2acc.gz
Stylommatophora	Eukaryota	UP000678393	100452	Candidula unifasciata	80.1	Unknown	22446	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000678393/UP000678393_100452.gene2acc.gz
Stylonematales	Eukaryota	UP001157974	101924	Rhodosorus marinus	84.3	Unknown	8528	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001157974/UP001157974_101924.gene2acc.gz
Suessiales	Eukaryota	UP001152797	2562237	Cladocopium goreaui	83.0	Unknown	48768	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152797/UP001152797_2562237.gene2acc.gz
Suliformes	Eukaryota	UP000657035	56067	Anhinga anhinga (Anhinga) (Plotus anhinga)	77.1	Unknown	13584	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000657035/UP000657035_56067.gene2acc.gz
Symphypleona	Eukaryota	UP000708208	39272	Allacma fusca	91.9	Unknown	50569	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000708208/UP000708208_39272.gene2acc.gz
Synbranchiformes	Eukaryota	UP000261640	205130	Mastacembelus armatus (zig-zag eel)	96.8	Unknown	59113	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000261640/UP000261640_205130.gene2acc.gz
Synchytriales	Eukaryota	UP000319731	1806994	Synchytrium microbalum	90.2	Unknown	6304	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000319731/UP000319731_1806994.gene2acc.gz
Syngnathiformes	Eukaryota	UP000264820	109280	Hippocampus comes (Tiger tail seahorse)	92.0	Unknown	27735	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000264820/UP000264820_109280.gene2acc.gz
Taphrinales	Eukaryota	UP000193685	2754530	Protomyces lactucae-debilis	83.1	Unknown	6702	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193685/UP000193685_2754530.gene2acc.gz
Teloschistales	Eukaryota	UP001730806	107463	Xanthoria parietina	93.7	Unknown	11100	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001730806/UP001730806_107463.gene2acc.gz
Terebellida	Eukaryota	UP001208570	53620	Paralvinella palmiformis	88.3	Unknown	24621	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001208570/UP001208570_53620.gene2acc.gz
Testudines	Eukaryota	UP001732271	8467	Caretta caretta (Loggerhead sea turtle)	98.0	Unknown	25785	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001732271/UP001732271_8467.gene2acc.gz
Tetractinellida	Eukaryota	UP001174909	519541	Geodia barretti (Barrett's horny sponge)	79.2	Unknown	60916	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001174909/UP001174909_519541.gene2acc.gz
Tetraodontiformes	Eukaryota	UP000005226	31033	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	92.8	Unknown	51079	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005226/UP000005226_31033.gene2acc.gz
Thalassiosirales	Eukaryota	UP000001449	35128	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)	97.0	Unknown	11753	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001449/UP000001449_35128.gene2acc.gz
Thelebolales	Eukaryota	UP000091956	342668	Pseudogymnoascus verrucosus	99.8	Unknown	10683	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000091956/UP000091956_342668.gene2acc.gz
Thelephorales	Eukaryota	UP000736335	56493	Thelephora terrestris	98.6	Unknown	13184	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000736335/UP000736335_56493.gene2acc.gz
Thraustochytrida	Eukaryota	UP000241890	2315210	Hondaea fermentalgiana	95.0	Unknown	11849	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241890/UP000241890_2315210.gene2acc.gz
Thyridiales	Eukaryota	UP000319257	1093900	Thyridium curvatum	97.0	Unknown	12104	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000319257/UP000319257_1093900.gene2acc.gz
Thysanoptera	Eukaryota	UP000504606	133901	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	99.4	Unknown	23245	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504606/UP000504606_133901.gene2acc.gz
Tilletiales	Eukaryota	UP000078113	117179	Tilletia walkeri	95.5	Unknown	7880	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000078113/UP000078113_117179.gene2acc.gz
Tinamiformes	Eukaryota	UP000694420	30464	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	83.3	Unknown	21914	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694420/UP000694420_30464.gene2acc.gz
Togniniales	Eukaryota	UP000014074	1286976	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	78.3	Unknown	8833	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014074/UP000014074_1286976.gene2acc.gz
Trebouxiales	Eukaryota	UP001489004	41462	[Myrmecia] bisecta	96.9	Unknown	13410	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001489004/UP001489004_41462.gene2acc.gz
Tremellales	Eukaryota	UP000010091	235443	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A)	99.6	Unknown	7427	29	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000010091/UP000010091_235443.gene2acc.gz
Tribonematales	Eukaryota	UP000664859	303371	Tribonema minus	93.0	Unknown	18071	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664859/UP000664859_303371.gene2acc.gz
Trichinellida	Eukaryota	UP000054721	6335	Trichinella nativa	69.1	Unknown	16771	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054721/UP000054721_6335.gene2acc.gz
Trichomonadida	Eukaryota	UP000001542	412133	Trichomonas vaginalis (strain ATCC PRA-98 / G3)	52.9	Unknown	50190	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001542/UP000001542_412133.gene2acc.gz
Trichoplacea	Eukaryota	UP000009022	10228	Trichoplax adhaerens (Trichoplax reptans)	89.3	Unknown	11520	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009022/UP000009022_10228.gene2acc.gz
Trichosporonales	Eukaryota	UP000053611	879819	Cutaneotrichosporon oleaginosum	93.7	Unknown	8317	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053611/UP000053611_879819.gene2acc.gz
Trigonopsidales	Eukaryota	UP000095023	767744	Tortispora caseinolytica NRRL Y-17796	80.1	Unknown	4657	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095023/UP000095023_767744.gene2acc.gz
Tritrichomonadida	Eukaryota	UP001470230	1915356	Tritrichomonas musculus	54.1	Unknown	42208	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001470230/UP001470230_1915356.gene2acc.gz
Trochodendrales	Eukaryota	UP000655225	13715	Tetracentron sinense (Spur-leaf)	83.3	Unknown	32325	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000655225/UP000655225_13715.gene2acc.gz
Trogoniformes	Eukaryota	UP000550660	56311	Trogon melanurus (Black-tailed trogon)	79.4	Unknown	14123	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000550660/UP000550660_56311.gene2acc.gz
Trombidiformes	Eukaryota	UP000015104	32264	Tetranychus urticae (Two-spotted spider mite)	90.3	Unknown	17526	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015104/UP000015104_32264.gene2acc.gz
Trypanosomatida	Eukaryota	UP000037923	157538	Leptomonas pyrrhocoris (Firebug parasite)	100.0	Unknown	9272	30	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000037923/UP000037923_157538.gene2acc.gz
Trypetheliales	Eukaryota	UP000800092	1048519	Viridothelium virens (Speckled blister lichen) (Trypethelium virens)	94.2	Unknown	11845	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000800092/UP000800092_1048519.gene2acc.gz
Tubulidentata	Eukaryota	UP000694850	1230840	Orycteropus afer afer	81.7	Unknown	18921	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694850/UP000694850_1230840.gene2acc.gz
Umbelopsidales	Eukaryota	UP000612746	44442	Umbelopsis vinacea	95.2	Unknown	9235	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000612746/UP000612746_44442.gene2acc.gz
Umbilicariales	Eukaryota	UP000192927	136370	Lasallia pustulata	87.3	Unknown	8267	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000192927/UP000192927_136370.gene2acc.gz
Unionida	Eukaryota	UP001634394	1069815	Sinanodonta woodiana (Chinese pond mussel) (Anodonta woodiana)	95.8	Unknown	44962	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001634394/UP001634394_1069815.gene2acc.gz
Ustilaginales	Eukaryota	UP000008867	999809	Sporisorium reilianum (strain SRZ2) (Maize head smut fungus)	99.8	Unknown	6673	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008867/UP000008867_999809.gene2acc.gz
Valvatida	Eukaryota	UP000694845	133434	Acanthaster planci (Crown-of-thorns starfish)	98.7	Unknown	25685	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694845/UP000694845_133434.gene2acc.gz
Venerida	Eukaryota	UP001697639	2302425	Mactra antiquata	91.8	Unknown	24667	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001697639/UP001697639_2302425.gene2acc.gz
Venturiales	Eukaryota	UP000053259	253628	Verruconis gallopava	95.7	Unknown	10768	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053259/UP000053259_253628.gene2acc.gz
Verrucariales	Eukaryota	UP000606974	364733	Endocarpon pusillum	93.9	Unknown	12489	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000606974/UP000606974_364733.gene2acc.gz
Violaceomycetales	Eukaryota	UP000245626	1673888	Violaceomyces palustris	95.0	Unknown	8058	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245626/UP000245626_1673888.gene2acc.gz
Vitales	Eukaryota	UP001227230	29760	Vitis vinifera (Grape)	93.3	Close to standard (low value)	33207	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001227230/UP001227230_29760.gene2acc.gz
Wallemiales	Eukaryota	UP000005242	671144	Wallemia mellicola (strain ATCC MYA-4683 / CBS 633.66) (Wallemia sebi (CBS 633.66))	90.6	Unknown	5262	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000005242/UP000005242_671144.gene2acc.gz
Xiphosura	Eukaryota	UP000694941	6850	Limulus polyphemus (Atlantic horseshoe crab)	93.8	Unknown	31306	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694941/UP000694941_6850.gene2acc.gz
