family	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Pelecanidae	Eukaryota	UP000054150	36300	Pelecanus crispus (Dalmatian pelican)	72.2	Unknown	8686	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054150/UP000054150_36300.gene2acc.gz
Pelobatidae	Eukaryota	UP001295444	61616	Pelobates cultripes (Western spadefoot toad)	87.8	Close to standard (high value)	49580	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001295444/UP001295444_61616.gene2acc.gz
Pelomedusidae	Eukaryota	UP000694393	367368	Pelusios castaneus (West African mud turtle)	93.9	Unknown	26820	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694393/UP000694393_367368.gene2acc.gz
Penaeidae	Eukaryota	UP000283509	6689	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	77.5	Close to standard (high value)	25399	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000283509/UP000283509_6689.gene2acc.gz
Pentatomidae	Eukaryota	UP001152798	85310	Nezara viridula (Southern green stink bug) (Cimex viridulus)	90.3	Unknown	19915	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152798/UP001152798_85310.gene2acc.gz
Percidae	Eukaryota	UP000694568	283035	Sander lucioperca (Pike-perch) (Perca lucioperca)	96.1	Unknown	61000	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694568/UP000694568_283035.gene2acc.gz
Periconiaceae	Eukaryota	UP000244855	97972	Periconia macrospinosa	88.8	Unknown	18722	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000244855/UP000244855_97972.gene2acc.gz
Perkinsidae	Eukaryota	UP000007800	423536	Perkinsus marinus (strain ATCC 50983 / TXsc)	96.5	Unknown	23114	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007800/UP000007800_423536.gene2acc.gz
Peronosporaceae	Eukaryota	UP000434957	129364	Phytophthora rubi	100.0	Unknown	35379	27	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000434957/UP000434957_129364.gene2acc.gz
Petroicidae	Eukaryota	UP000525319	626378	Drymodes brunneopygia	69.8	Unknown	13533	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000525319/UP000525319_626378.gene2acc.gz
Petromyzontidae	Eukaryota	UP001735300	7757	Petromyzon marinus (Sea lamprey)	-1.0	Close to standard (high value)	37131	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001735300/UP001735300_7757.gene2acc.gz
Pezizaceae	Eukaryota	UP000267821	1051890	Terfezia boudieri ATCC MYA-4762	95.4	Unknown	12026	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000267821/UP000267821_1051890.gene2acc.gz
Pezizellaceae	Eukaryota	UP000887226	1763456	Calycina marina	89.2	Unknown	9556	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000887226/UP000887226_1763456.gene2acc.gz
Phaeodactylaceae	Eukaryota	UP000000759	556484	Phaeodactylum tricornutum (strain CCAP 1055/1)	97.0	Unknown	10465	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000759/UP000000759_556484.gene2acc.gz
Phaeolaceae	Eukaryota	UP000218811	742152	Wolfiporia cocos (strain MD-104) (Brown rot fungus)	94.5	Unknown	12196	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000218811/UP000218811_742152.gene2acc.gz
Phaeomoniellaceae	Eukaryota	UP000053317	158046	Phaeomoniella chlamydospora (Phaeoacremonium chlamydosporum)	76.0	Unknown	6907	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053317/UP000053317_158046.gene2acc.gz
Phaeosphaeriaceae	Eukaryota	UP000663193	321614	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	98.3	Unknown	17730	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663193/UP000663193_321614.gene2acc.gz
Phaeotrichaceae	Eukaryota	UP000799640	703511	Trichodelitschia bisporula	88.4	Unknown	10177	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799640/UP000799640_703511.gene2acc.gz
Phaethontidae	Eukaryota	UP000053638	97097	Phaethon lepturus (White-tailed tropicbird)	73.6	Unknown	9152	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053638/UP000053638_97097.gene2acc.gz
Phaffomycetaceae	Eukaryota	UP000094389	983966	Cyberlindnera jadinii (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542) (Torula yeast) (Candida utilis)	96.5	Unknown	5994	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000094389/UP000094389_983966.gene2acc.gz
Phakopsoraceae	Eukaryota	UP001153365	170000	Phakopsora pachyrhizi (Asian soybean rust disease fungus)	91.3	Unknown	17220	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001153365/UP001153365_170000.gene2acc.gz
Phalacrocoracidae	Eukaryota	UP000053238	9209	Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	67.9	Unknown	8990	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053238/UP000053238_9209.gene2acc.gz
Phanerochaetaceae	Eukaryota	UP000703269	48140	Phanerochaete sordida	98.8	Unknown	17146	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000703269/UP000703269_48140.gene2acc.gz
Phascolarctidae	Eukaryota	UP000515140	38626	Phascolarctos cinereus (Koala)	98.1	Unknown	37507	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515140/UP000515140_38626.gene2acc.gz
Phasianidae	Eukaryota	UP000000539	9031	Gallus gallus (Chicken)	98.3	Unknown	43712	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000539/UP000000539_9031.gene2acc.gz
Phasmatidae	Eukaryota	UP001159363	614101	Dryococelus australis	51.8	Unknown	33087	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001159363/UP001159363_614101.gene2acc.gz
Philepittidae	Eukaryota	UP000560066	254563	Neodrepanis coruscans (wattled asity)	30.8	Unknown	8830	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000560066/UP000560066_254563.gene2acc.gz
Philodinidae	Eukaryota	UP000663870	392033	Rotaria sordida	87.0	Unknown	56912	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000663870/UP000663870_392033.gene2acc.gz
Phocidae	Eukaryota	UP000248481	29088	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	98.4	Unknown	31927	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000248481/UP000248481_29088.gene2acc.gz
Phocoenidae	Eukaryota	UP000252040	1706337	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	97.8	Unknown	32060	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000252040/UP000252040_1706337.gene2acc.gz
Phoenicopteridae	Eukaryota	UP000053700	9218	Phoenicopterus ruber ruber	69.1	Close to standard (low value)	8220	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053700/UP000053700_9218.gene2acc.gz
Phoridae	Eukaryota	UP001729258	88686	Megaselia abdita (Humpbacked fly)	88.0	Unknown	17639	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001729258/UP001729258_88686.gene2acc.gz
Phrymaceae	Eukaryota	UP000030748	4155	Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus)	89.9	Unknown	28716	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030748/UP000030748_4155.gene2acc.gz
Phrynosomatidae	Eukaryota	UP000826234	52577	Phrynosoma platyrhinos (Desert horned lizard)	65.5	Unknown	16743	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000826234/UP000826234_52577.gene2acc.gz
Phycomycetaceae	Eukaryota	UP001448207	4837	Phycomyces blakesleeanus	95.9	Unknown	12409	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001448207/UP001448207_4837.gene2acc.gz
Phyllachoraceae	Eukaryota	UP001217918	1825666	Phyllachora maydis	74.0	Unknown	9341	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001217918/UP001217918_1825666.gene2acc.gz
Phylloscopidae	Eukaryota	UP000587697	2585818	Rhadina sibilatrix	73.4	Unknown	13615	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000587697/UP000587697_2585818.gene2acc.gz
Phyllostictaceae	Eukaryota	UP001492380	121624	Phyllosticta capitalensis	97.2	Unknown	11104	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001492380/UP001492380_121624.gene2acc.gz
Phyllostomidae	Eukaryota	UP000504628	89673	Phyllostomus discolor (pale spear-nosed bat)	98.5	Unknown	38708	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504628/UP000504628_89673.gene2acc.gz
Physalacriaceae	Eukaryota	UP000217790	47427	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)	99.0	Unknown	25522	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000217790/UP000217790_47427.gene2acc.gz
Physciaceae	Eukaryota	UP000664521	116794	Heterodermia speciosa	94.7	Unknown	10570	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664521/UP000664521_116794.gene2acc.gz
Physeteridae	Eukaryota	UP000248484	9755	Physeter macrocephalus (Sperm whale) (Physeter catodon)	95.1	Unknown	42599	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000248484/UP000248484_9755.gene2acc.gz
Phytoptidae	Eukaryota	UP000825002	1670756	Fragariocoptes setiger	37.1	Unknown	3047	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000825002/UP000825002_1670756.gene2acc.gz
Phytoseiidae	Eukaryota	UP000694867	34638	Galendromus occidentalis (western predatory mite)	98.7	Unknown	11652	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694867/UP000694867_34638.gene2acc.gz
Picathartidae	Eukaryota	UP000563107	221966	Chaetops frenatus (Rufous rock-jumper)	67.9	Unknown	13217	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000563107/UP000563107_221966.gene2acc.gz
Pichiaceae	Eukaryota	UP000006853	981350	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) (Yeast) (Pichia pastoris)	94.2	Unknown	5284	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006853/UP000006853_981350.gene2acc.gz
Picidae	Eukaryota	UP000053875	118200	Dryobates pubescens (Downy woodpecker) (Picoides pubescens)	79.0	Unknown	13097	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053875/UP000053875_118200.gene2acc.gz
Piedraiaceae	Eukaryota	UP000799421	1314780	Piedraia hortae CBS 480.64	65.2	Unknown	7550	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799421/UP000799421_1314780.gene2acc.gz
Pieridae	Eukaryota	UP001152562	7116	Pieris brassicae (White butterfly) (Large white butterfly)	97.8	Unknown	16176	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152562/UP001152562_7116.gene2acc.gz
Pipidae	Eukaryota	UP000186698	8355	Xenopus laevis (African clawed frog)	97.7	Unknown	61914	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186698/UP000186698_8355.gene2acc.gz
Pipridae	Eukaryota	UP000504624	321398	Lepidothrix coronata (blue-crowned manakin)	98.7	Unknown	28808	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504624/UP000504624_321398.gene2acc.gz
Piptocephalidaceae	Eukaryota	UP000278143	1712513	Syncephalis pseudoplumigaleata	52.5	Unknown	5997	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000278143/UP000278143_1712513.gene2acc.gz
Pisolithaceae	Eukaryota	UP000054217	870435	Pisolithus tinctorius Marx 270	95.6	Unknown	22409	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054217/UP000054217_870435.gene2acc.gz
Pittidae	Eukaryota	UP000633448	9163	Pitta sordida (Hooded pitta)	71.0	Unknown	13848	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000633448/UP000633448_9163.gene2acc.gz
Plakobranchidae	Eukaryota	UP001283361	231223	Elysia crispata (lettuce slug)	90.3	Unknown	69785	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001283361/UP001283361_231223.gene2acc.gz
Planorbidae	Eukaryota	UP001165740	6526	Biomphalaria glabrata (Bloodfluke planorb) (Freshwater snail)	98.8	Unknown	35505	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001165740/UP001165740_6526.gene2acc.gz
Plantaginaceae	Eukaryota	UP001634393	265156	Penstemon smallii	86.0	Unknown	25218	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001634393/UP001634393_265156.gene2acc.gz
Plasmodiidae	Eukaryota	UP000071118	31271	Plasmodium chabaudi chabaudi	99.2	Unknown	5197	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000071118/UP000071118_31271.gene2acc.gz
Plasmodiophoridae	Eukaryota	UP000039324	37360	Plasmodiophora brassicae (Clubroot disease agent)	89.0	Unknown	9720	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000039324/UP000039324_37360.gene2acc.gz
Platysternidae	Eukaryota	UP000297703	55544	Platysternon megacephalum (big-headed turtle)	88.5	Unknown	21371	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000297703/UP000297703_55544.gene2acc.gz
Plectidae	Eukaryota	UP000887566	2011161	Plectus sambesii	75.9	Unknown	39995	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000887566/UP000887566_2011161.gene2acc.gz
Plectosphaerellaceae	Eukaryota	UP000267145	1051616	Verticillium nonalfalfae	80.8	Unknown	9427	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000267145/UP000267145_1051616.gene2acc.gz
Pleistophoridae	Eukaryota	UP000011081	948595	Vavraia culicis subsp. floridensis (Microsporidian parasite) (Vavraia culicis (isolate floridensis))	96.0	Unknown	2768	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000011081/UP000011081_948595.gene2acc.gz
Pleomassariaceae	Eukaryota	UP000799428	1314801	Pleomassaria siparia CBS 279.74	89.4	Unknown	13452	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799428/UP000799428_1314801.gene2acc.gz
Pleosporaceae	Eukaryota	UP000053841	930089	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	99.4	Unknown	12851	21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053841/UP000053841_930089.gene2acc.gz
Pleuroascaceae	Eukaryota	UP000254866	2656787	Venustampulla echinocandica	91.5	Unknown	10697	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000254866/UP000254866_2656787.gene2acc.gz
Pleuronectidae	Eukaryota	UP001153269	8262	Pleuronectes platessa (European plaice)	88.1	Unknown	47956	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001153269/UP001153269_8262.gene2acc.gz
Pleurostomataceae	Eukaryota	UP001174694	41990	Pleurostoma richardsiae	98.4	Unknown	12539	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001174694/UP001174694_41990.gene2acc.gz
Pleurotaceae	Eukaryota	UP001698266	28995	Pleurotus pulmonarius (Pale oyster mushroom) (Agaricus pulmonarius)	98.4	Unknown	15440	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001698266/UP001698266_28995.gene2acc.gz
Plexauridae	Eukaryota	UP001152795	317549	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	80.2	Unknown	69559	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001152795/UP001152795_317549.gene2acc.gz
Ploceidae	Eukaryota	UP000539920	441696	Ploceus nigricollis	74.6	Unknown	13506	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000539920/UP000539920_441696.gene2acc.gz
Ploettnerulaceae	Eukaryota	UP000178129	2792576	Rhynchosporium graminicola	98.8	Unknown	12208	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000178129/UP000178129_2792576.gene2acc.gz
Pluteaceae	Eukaryota	UP000308600	181527	Pluteus cervinus	97.2	Unknown	19812	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000308600/UP000308600_181527.gene2acc.gz
